locus,alleles,trait_type,phenocode,pheno_sex,coding,modifier,pop,description,Pvalue
X:153764217,"[""C"",""T""]",continuous,30270,both_sexes,NA,irnt,meta,Mean sphered cell volume,1.2494e-57
X:153764217,"[""C"",""T""]",continuous,30280,both_sexes,NA,irnt,meta,Immature reticulocyte fraction,0.46462
X:153764217,"[""C"",""T""]",continuous,30290,both_sexes,NA,irnt,meta,High light scatter reticulocyte percentage,0.15062999999999999
X:153764217,"[""C"",""T""]",continuous,30300,both_sexes,NA,irnt,meta,High light scatter reticulocyte count,1.3010999999999999e-54
X:153764217,"[""C"",""T""]",continuous,30510,both_sexes,NA,irnt,meta,Creatinine (enzymatic) in urine,0.43658
X:153764217,"[""C"",""T""]",continuous,30520,both_sexes,NA,irnt,meta,Potassium in urine,0.61502
X:153764217,"[""C"",""T""]",continuous,30530,both_sexes,NA,irnt,meta,Sodium in urine,0.90853
X:153764217,"[""C"",""T""]",continuous,3062,both_sexes,NA,irnt,meta,Forced vital capacity (FVC),0.0016846
X:153764217,"[""C"",""T""]",continuous,3063,both_sexes,NA,irnt,meta,Forced expiratory volume in 1-second (FEV1),0.0021687
X:153764217,"[""C"",""T""]",continuous,3064,both_sexes,NA,irnt,meta,Peak expiratory flow (PEF),0.17345
X:153764217,"[""C"",""T""]",continuous,3143,both_sexes,NA,irnt,meta,Ankle spacing width,0.84564
X:153764217,"[""C"",""T""]",continuous,3148,both_sexes,NA,irnt,meta,Heel bone mineral density (BMD),0.35325
X:153764217,"[""C"",""T""]",continuous,398,both_sexes,NA,NA,meta,Number of correct matches in round,0.29101
X:153764217,"[""C"",""T""]",continuous,400,both_sexes,NA,irnt,meta,Time to complete round,0.49436
X:153764217,"[""C"",""T""]",continuous,404,both_sexes,NA,irnt,meta,Duration to first press of snap-button in each round,0.59999
X:153764217,"[""C"",""T""]",continuous,4079,both_sexes,NA,irnt,meta,"Diastolic blood pressure, automated reading",0.6356
X:153764217,"[""C"",""T""]",continuous,4080,both_sexes,NA,irnt,meta,"Systolic blood pressure, automated reading",0.93811
X:153764217,"[""C"",""T""]",continuous,4100,both_sexes,NA,irnt,meta,Ankle spacing width (left),0.62688
X:153764217,"[""C"",""T""]",continuous,4101,both_sexes,NA,irnt,meta,Heel broadband ultrasound attenuation (left),0.0094839
X:153764217,"[""C"",""T""]",continuous,4104,both_sexes,NA,irnt,meta,"Heel quantitative ultrasound index (QUI), direct entry (left)",0.011581
X:153764217,"[""C"",""T""]",continuous,4105,both_sexes,NA,irnt,meta,Heel bone mineral density (BMD) (left),0.012945
X:153764217,"[""C"",""T""]",continuous,4106,both_sexes,NA,irnt,meta,"Heel bone mineral density (BMD) T-score, automated (left)",0.011588
X:153764217,"[""C"",""T""]",continuous,4120,both_sexes,NA,irnt,meta,Heel broadband ultrasound attenuation (right),0.021291
X:153764217,"[""C"",""T""]",continuous,4123,both_sexes,NA,irnt,meta,"Heel quantitative ultrasound index (QUI), direct entry (right)",0.021354
X:153764217,"[""C"",""T""]",continuous,4124,both_sexes,NA,irnt,meta,Heel bone mineral density (BMD) (right),0.02131
X:153764217,"[""C"",""T""]",continuous,4125,both_sexes,NA,irnt,meta,"Heel bone mineral density (BMD) T-score, automated (right)",0.02136
X:153764217,"[""C"",""T""]",continuous,4194,both_sexes,NA,irnt,meta,Pulse rate,0.64585
X:153764217,"[""C"",""T""]",continuous,4195,both_sexes,NA,irnt,meta,Pulse wave reflection index,0.82792
X:153764217,"[""C"",""T""]",continuous,46,both_sexes,NA,irnt,meta,Hand grip strength (left),0.48113
X:153764217,"[""C"",""T""]",continuous,47,both_sexes,NA,irnt,meta,Hand grip strength (right),0.59607
X:153764217,"[""C"",""T""]",continuous,48,both_sexes,NA,irnt,meta,Waist circumference,0.5334
X:153764217,"[""C"",""T""]",continuous,49,both_sexes,NA,irnt,meta,Hip circumference,0.20166
X:153764217,"[""C"",""T""]",continuous,50,both_sexes,NA,irnt,meta,Standing height,0.80705
X:153764217,"[""C"",""T""]",continuous,5096,both_sexes,NA,irnt,meta,3mm weak meridian (left),0.19354
X:153764217,"[""C"",""T""]",continuous,5097,both_sexes,NA,irnt,meta,6mm weak meridian (left),0.1041
X:153764217,"[""C"",""T""]",continuous,5098,both_sexes,NA,irnt,meta,6mm weak meridian (right),0.087397
X:153764217,"[""C"",""T""]",continuous,5099,both_sexes,NA,irnt,meta,3mm weak meridian (right),0.16158
X:153764217,"[""C"",""T""]",continuous,51,both_sexes,NA,irnt,meta,Seated height,0.71887
X:153764217,"[""C"",""T""]",continuous,5116,both_sexes,NA,irnt,meta,3mm cylindrical power (right),0.4929
X:153764217,"[""C"",""T""]",continuous,5132,both_sexes,NA,irnt,meta,3mm strong meridian (right),0.082226
X:153764217,"[""C"",""T""]",continuous,5133,both_sexes,NA,irnt,meta,6mm strong meridian (right),0.05422
X:153764217,"[""C"",""T""]",continuous,5134,both_sexes,NA,irnt,meta,6mm strong meridian (left),0.090614
X:153764217,"[""C"",""T""]",continuous,5135,both_sexes,NA,irnt,meta,3mm strong meridian (left),0.092992
X:153764217,"[""C"",""T""]",continuous,5257,both_sexes,NA,irnt,meta,Corneal resistance factor (right),0.83646
X:153764217,"[""C"",""T""]",continuous,699,both_sexes,NA,irnt,meta,Length of time at current address,0.27542
X:153764217,"[""C"",""T""]",continuous,709,both_sexes,NA,NA,meta,Number in household,0.56908
X:153764217,"[""C"",""T""]",continuous,728,both_sexes,NA,NA,meta,Number of vehicles in household,0.90154
X:153764217,"[""C"",""T""]",continuous,738,both_sexes,NA,NA,meta,Average total household income before tax,0.32088
X:153764217,"[""C"",""T""]",continuous,816,both_sexes,NA,NA,meta,Job involves heavy manual or physical work,0.75077
X:153764217,"[""C"",""T""]",continuous,845,both_sexes,NA,NA,meta,Age completed full time education,0.87128
X:153764217,"[""C"",""T""]",continuous,864,both_sexes,NA,NA,meta,Number of days/week walked 10+ minutes,0.51108
X:153764217,"[""C"",""T""]",continuous,874,both_sexes,NA,irnt,meta,Duration of walks,0.36432
X:153764217,"[""C"",""T""]",continuous,904,both_sexes,NA,NA,meta,Number of days/week of vigorous physical activity 10+ minutes,0.88148
X:153764217,"[""C"",""T""]",continuous,924,both_sexes,NA,NA,meta,Usual walking pace,0.70994
X:153764217,"[""C"",""T""]",continuous,943,both_sexes,NA,NA,meta,Frequency of stair climbing in last 4 weeks,0.065903
X:153764217,"[""C"",""T""]",continuous,AG,both_sexes,NA,irnt,meta,Albumin/Globulin ratio,0.6493
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,auto_medadj_irnt,meta,"Diastolic blood pressure, automated reading, adjusted by medication",0.81401
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,auto_medadj_raw,meta,"Diastolic blood pressure, automated reading, adjusted by medication",0.73013
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,combined_irnt,meta,"Diastolic blood pressure, combined automated + manual reading",0.61718
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,combined_medadj_irnt,meta,"Diastolic blood pressure, combined automated + manual reading, adjusted by medication",0.70023
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,combined_medadj_raw,meta,"Diastolic blood pressure, combined automated + manual reading, adjusted by medication",0.60561
X:153764217,"[""C"",""T""]",continuous,DBP,both_sexes,NA,combined_raw,meta,"Diastolic blood pressure, combined automated + manual reading",0.52983
X:153764217,"[""C"",""T""]",continuous,LDLC,both_sexes,NA,medadj_irnt,meta,"LDL direct, adjusted by medication",0.089749
X:153764217,"[""C"",""T""]",continuous,LDLC,both_sexes,NA,medadj_raw,meta,"LDL direct, adjusted by medication",0.68983
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,auto_irnt,meta,"Mean arterial pressure, automated reading",0.82794
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,auto_medadj_irnt,meta,"Mean arterial pressure, automated reading, adjusted by medication",0.9446
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,auto_medadj_raw,meta,"Mean arterial pressure, automated reading, adjusted by medication",0.92179
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,auto_raw,meta,"Mean arterial pressure, automated reading",0.77404
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,combined_irnt,meta,"Mean arterial pressure, combined automated + manual reading",0.69611
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,combined_medadj_irnt,meta,"Mean arterial pressure, combined automated + manual reading, adjusted by medication",0.73768
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,combined_medadj_raw,meta,"Mean arterial pressure, combined automated + manual reading, adjusted by medication",0.69098
X:153764217,"[""C"",""T""]",continuous,MAP,both_sexes,NA,combined_raw,meta,"Mean arterial pressure, combined automated + manual reading",0.63043
X:153764217,"[""C"",""T""]",continuous,NAP,both_sexes,NA,irnt,meta,Non-albumin protein,0.6156
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,auto_irnt,meta,"Pulse pressure, automated reading",0.86576
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,auto_medadj_irnt,meta,"Pulse pressure, automated reading, adjusted by medication",0.95862
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,auto_medadj_raw,meta,"Pulse pressure, automated reading, adjusted by medication",0.87654
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,auto_raw,meta,"Pulse pressure, automated reading",0.5822
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,combined_irnt,meta,"Pulse pressure, combined automated + manual reading",0.64373
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,combined_medadj_irnt,meta,"Pulse pressure, combined automated + manual reading, adjusted by medication",0.6927
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,combined_medadj_raw,meta,"Pulse pressure, combined automated + manual reading, adjusted by medication",0.62134
X:153764217,"[""C"",""T""]",continuous,PP,both_sexes,NA,combined_raw,meta,"Pulse pressure, combined automated + manual reading",0.59234
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,auto_medadj_irnt,meta,"Systolic blood pressure, automated reading, adjusted by medication",0.79572
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,auto_medadj_raw,meta,"Systolic blood pressure, automated reading, adjusted by medication",0.83362
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,combined_irnt,meta,"Systolic blood pressure, combined automated + manual reading",0.83898
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,combined_medadj_irnt,meta,"Systolic blood pressure, combined automated + manual reading, adjusted by medication",0.86462
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,combined_medadj_raw,meta,"Systolic blood pressure, combined automated + manual reading, adjusted by medication",0.85109
X:153764217,"[""C"",""T""]",continuous,SBP,both_sexes,NA,combined_raw,meta,"Systolic blood pressure, combined automated + manual reading",0.80349
X:153764217,"[""C"",""T""]",continuous,Smoking,both_sexes,NA,Ever_Never,meta,"Smoking status, ever vs never",0.65967
X:153764217,"[""C"",""T""]",continuous,eGFR,both_sexes,NA,irnt,meta,"Estimated glomerular filtration rate, serum creatinine",0.2614
X:153764217,"[""C"",""T""]",continuous,eGFRcreacys,both_sexes,NA,irnt,meta,"Estimated glomerular filtration rate, cystain C",0.35935
X:153764217,"[""C"",""T""]",continuous,eGFRcys,both_sexes,NA,irnt,meta,"Estimated glomerular filtration rate, serum creatinine + cystain C",0.59672
X:153764217,"[""C"",""T""]",continuous,whr,both_sexes,NA,irnt,meta,pheno 48 / pheno 49,0.98395
X:153764217,"[""C"",""T""]",icd10,E66,both_sexes,NA,NA,meta,E66 Obesity,0.40719
X:153764217,"[""C"",""T""]",icd10,F17,both_sexes,NA,NA,meta,F17 Mental and behavioural disorders due to use of tobacco,0.47653
X:153764217,"[""C"",""T""]",icd10,F32,both_sexes,NA,NA,meta,F32 Depressive episode,0.91435
X:153764217,"[""C"",""T""]",icd10,G47,both_sexes,NA,NA,meta,G47 Sleep disorders,0.29944
X:153764217,"[""C"",""T""]",icd10,I25,both_sexes,NA,NA,meta,I25 Chronic ischaemic heart disease,0.63037
X:153764217,"[""C"",""T""]",icd10,I83,both_sexes,NA,NA,meta,I83 Varicose veins of lower extremities,0.70982
X:153764217,"[""C"",""T""]",icd10,J44,both_sexes,NA,NA,meta,J44 Other chronic obstructive pulmonary disease,0.22535
X:153764217,"[""C"",""T""]",icd10,J45,both_sexes,NA,NA,meta,J45 Asthma,0.60037
X:153764217,"[""C"",""T""]",icd10,K21,both_sexes,NA,NA,meta,K21 Gastro-oesophageal reflux disease,0.57618
X:153764217,"[""C"",""T""]",icd10,K44,both_sexes,NA,NA,meta,K44 Diaphragmatic hernia,0.047137
X:153764217,"[""C"",""T""]",icd10,M16,both_sexes,NA,NA,meta,M16 Coxarthrosis [arthrosis of hip],0.57489
X:153764217,"[""C"",""T""]",icd10,M17,both_sexes,NA,NA,meta,M17 Gonarthrosis [arthrosis of knee],0.21802
X:153764217,"[""C"",""T""]",icd10,R07,both_sexes,NA,NA,meta,R07 Pain in throat and chest,0.70626
X:153764217,"[""C"",""T""]",icd10,R19,both_sexes,NA,NA,meta,R19 Other symptoms and signs involving the digestive system and abdomen,0.29448
X:153764217,"[""C"",""T""]",icd10,Z72,both_sexes,NA,NA,meta,Z72 Problems related to lifestyle,0.4179
X:153764217,"[""C"",""T""]",icd10,Z82,both_sexes,NA,NA,meta,Z82 Family history of certain disabilities and chronic diseases leading to disablement,0.77703
X:153764217,"[""C"",""T""]",icd10,Z86,both_sexes,NA,NA,meta,Z86 Personal history of certain other diseases,0.77846
X:153764217,"[""C"",""T""]",icd10,Z88,both_sexes,NA,NA,meta,"Z88 Personal history of allergy to drugs, medicaments and biologocal substances",0.57235
X:153764217,"[""C"",""T""]",phecode,250,both_sexes,NA,NA,meta,Diabetes mellitus,0.18107
X:153764217,"[""C"",""T""]",phecode,272,both_sexes,NA,NA,meta,Disorders of lipoid metabolism,0.30868
X:153764217,"[""C"",""T""]",phecode,306,both_sexes,NA,NA,meta,Other mental disorder,0.14823
X:153764217,"[""C"",""T""]",phecode,317,both_sexes,NA,NA,meta,Alcohol-related disorders,0.73877
X:153764217,"[""C"",""T""]",phecode,318,both_sexes,NA,NA,meta,Tobacco use disorder,0.43142
X:153764217,"[""C"",""T""]",phecode,327,both_sexes,NA,NA,meta,Sleep disorders,0.30611
X:153764217,"[""C"",""T""]",phecode,327.3,both_sexes,NA,NA,meta,Sleep apnea,0.20299
X:153764217,"[""C"",""T""]",phecode,401,both_sexes,NA,NA,meta,Hypertension,0.46163
X:153764217,"[""C"",""T""]",phecode,401.1,both_sexes,NA,NA,meta,Essential hypertension,0.45619
X:153764217,"[""C"",""T""]",phecode,411,both_sexes,NA,NA,meta,Ischemic Heart Disease,0.30583
X:153764217,"[""C"",""T""]",phecode,411.4,both_sexes,NA,NA,meta,Coronary atherosclerosis,0.35922
X:153764217,"[""C"",""T""]",phecode,411.8,both_sexes,NA,NA,meta,"Other chronic ischemic heart disease, unspecified",0.58829
X:153764217,"[""C"",""T""]",phecode,418,both_sexes,NA,NA,meta,Nonspecific chest pain,0.96075
X:153764217,"[""C"",""T""]",phecode,454.1,both_sexes,NA,NA,meta,Varicose veins of lower extremity,0.68077
X:153764217,"[""C"",""T""]",phecode,459,both_sexes,NA,NA,meta,Other disorders of circulatory system,0.44281
X:153764217,"[""C"",""T""]",phecode,496.2,both_sexes,NA,NA,meta,Chronic bronchitis,0.24322
X:153764217,"[""C"",""T""]",phecode,496.21,both_sexes,NA,NA,meta,Obstructive chronic bronchitis,0.2335
X:153764217,"[""C"",""T""]",phecode,530,both_sexes,NA,NA,meta,Diseases of esophagus,0.48328
X:153764217,"[""C"",""T""]",phecode,530.1,both_sexes,NA,NA,meta,"Esophagitis, GERD and related diseases",0.53446
X:153764217,"[""C"",""T""]",phecode,530.11,both_sexes,NA,NA,meta,GERD,0.56299
X:153764217,"[""C"",""T""]",phecode,550,both_sexes,NA,NA,meta,Abdominal hernia,0.76551
X:153764217,"[""C"",""T""]",phecode,550.2,both_sexes,NA,NA,meta,Diaphragmatic hernia,0.054703
X:153764217,"[""C"",""T""]",phecode,558,both_sexes,NA,NA,meta,Noninfectious gastroenteritis,0.14975
X:153764217,"[""C"",""T""]",phecode,594,both_sexes,NA,NA,meta,Urinary calculus,0.39636
X:153764217,"[""C"",""T""]",phecode,716,both_sexes,NA,NA,meta,Other arthropathies,0.13893
X:153764217,"[""C"",""T""]",phecode,716.2,both_sexes,NA,NA,meta,Unspecified monoarthritis,0.22629
X:153764217,"[""C"",""T""]",phecode,716.9,both_sexes,NA,NA,meta,Arthropathy NOS,0.13392
X:153764217,"[""C"",""T""]",phecode,740,both_sexes,NA,NA,meta,Osteoarthrosis,0.35177
X:153764217,"[""C"",""T""]",phecode,785,both_sexes,NA,NA,meta,Abdominal pain,0.0050224
X:153764217,"[""C"",""T""]",phecode,835,both_sexes,NA,NA,meta,Internal derangement of knee,0.11844
X:153764217,"[""C"",""T""]",phecode,960,both_sexes,NA,NA,meta,Poisoning by antibiotics,0.71607
X:153764217,"[""C"",""T""]",phecode,960.2,both_sexes,NA,NA,meta,Allergy/adverse effect of penicillin,0.88175
X:153764217,"[""C"",""T""]",prescriptions,ACE inhibitor|anti-hypertensive,both_sexes,NA,NA,meta,NA,0.61626
X:153764217,"[""C"",""T""]",prescriptions,GABA agonist|sedative,both_sexes,NA,NA,meta,NA,0.21709
X:153764217,"[""C"",""T""]",prescriptions,amlodipine,both_sexes,NA,NA,meta,NA,0.71715
X:153764217,"[""C"",""T""]",prescriptions,amoxicillin/clavulanic acid,both_sexes,NA,NA,meta,NA,0.19837
X:153764217,"[""C"",""T""]",prescriptions,antipyretic,both_sexes,NA,NA,meta,NA,0.90463
X:153764217,"[""C"",""T""]",prescriptions,antispasmodic,both_sexes,NA,NA,meta,NA,0.43734
X:153764217,"[""C"",""T""]",prescriptions,bendroflumethiazide,both_sexes,NA,NA,meta,NA,0.97373
X:153764217,"[""C"",""T""]",prescriptions,beta-lactam antibiotic|beta-lactamase inhibitor|antibiotic,both_sexes,NA,NA,meta,NA,0.19837
X:153764217,"[""C"",""T""]",prescriptions,biguanides|diabetes,both_sexes,NA,NA,meta,NA,0.95381
X:153764217,"[""C"",""T""]",prescriptions,calcium channel blocker|dihydropyridine|anti-hypertensive,both_sexes,NA,NA,meta,NA,0.63514
X:153764217,"[""C"",""T""]",prescriptions,citalopram,both_sexes,NA,NA,meta,NA,0.11032
X:153764217,"[""C"",""T""]",prescriptions,clarithromycin,both_sexes,NA,NA,meta,NA,0.79167
X:153764217,"[""C"",""T""]",prescriptions,latanoprost,both_sexes,NA,NA,meta,NA,0.030212
X:153764217,"[""C"",""T""]",prescriptions,mebeverine,both_sexes,NA,NA,meta,NA,0.66886
X:153764217,"[""C"",""T""]",prescriptions,opioid analgesic|selective serotonin re-uptake inhibitor|norepinephrine re-uptake inhibitor,both_sexes,NA,NA,meta,NA,0.5563
X:153764217,"[""C"",""T""]",prescriptions,paracetamol,both_sexes,NA,NA,meta,NA,0.90463
X:153764217,"[""C"",""T""]",prescriptions,selective serotonin re-uptake inhibitor|SSRI,both_sexes,NA,NA,meta,NA,0.044662
X:153764217,"[""C"",""T""]",prescriptions,thiazide diuretic|diuretic,both_sexes,NA,NA,meta,NA,0.78227
X:153764217,"[""C"",""T""]",prescriptions,tramadol,both_sexes,NA,NA,meta,NA,0.5563
X:153764217,"[""C"",""T""]",prescriptions,zopiclone,both_sexes,NA,NA,meta,NA,0.28554
X:153764217,"[""C"",""T""]",biomarkers,30600,both_sexes,NA,irnt,AFR,Albumin,0.0099899
X:153764217,"[""C"",""T""]",biomarkers,30600,both_sexes,NA,irnt,EUR,Albumin,0.89222
X:153764217,"[""C"",""T""]",biomarkers,30610,both_sexes,NA,irnt,EUR,Alkaline phosphatase,0.78515
X:153764217,"[""C"",""T""]",biomarkers,30610,both_sexes,NA,irnt,MID,Alkaline phosphatase,0.0063926
X:153764217,"[""C"",""T""]",biomarkers,30620,both_sexes,NA,irnt,AFR,Alanine aminotransferase,0.35664
X:153764217,"[""C"",""T""]",biomarkers,30620,both_sexes,NA,irnt,EUR,Alanine aminotransferase,0.53087
X:153764217,"[""C"",""T""]",biomarkers,30630,both_sexes,NA,irnt,EUR,Apolipoprotein A,0.66411
X:153764217,"[""C"",""T""]",biomarkers,30630,both_sexes,NA,irnt,MID,Apolipoprotein A,0.063694
X:153764217,"[""C"",""T""]",biomarkers,30640,both_sexes,NA,irnt,EUR,Apolipoprotein B,0.83437
X:153764217,"[""C"",""T""]",biomarkers,30670,both_sexes,NA,irnt,EUR,Urea,0.23522
X:153764217,"[""C"",""T""]",biomarkers,30680,both_sexes,NA,irnt,EUR,Calcium,0.95222
X:153764217,"[""C"",""T""]",biomarkers,30690,both_sexes,NA,irnt,EUR,Cholesterol,0.99779
X:153764217,"[""C"",""T""]",biomarkers,30700,both_sexes,NA,irnt,EUR,Creatinine,0.18547
X:153764217,"[""C"",""T""]",biomarkers,30700,both_sexes,NA,irnt,MID,Creatinine,0.75133
X:153764217,"[""C"",""T""]",biomarkers,30710,both_sexes,NA,irnt,EUR,C-reactive protein,0.68704
X:153764217,"[""C"",""T""]",biomarkers,30720,both_sexes,NA,irnt,EUR,Cystatin C,0.74015
X:153764217,"[""C"",""T""]",biomarkers,30720,both_sexes,NA,irnt,MID,Cystatin C,0.37673
X:153764217,"[""C"",""T""]",biomarkers,30730,both_sexes,NA,irnt,EUR,Gamma glutamyltransferase,0.6244
X:153764217,"[""C"",""T""]",biomarkers,30750,both_sexes,NA,irnt,EUR,Glycated haemoglobin (HbA1c),1.8428e-7
X:153764217,"[""C"",""T""]",biomarkers,30750,both_sexes,NA,irnt,MID,Glycated haemoglobin (HbA1c),4.757e-9
X:153764217,"[""C"",""T""]",biomarkers,30760,both_sexes,NA,irnt,EUR,HDL cholesterol,0.52513
X:153764217,"[""C"",""T""]",biomarkers,30770,both_sexes,NA,irnt,EUR,IGF-1,0.15615
X:153764217,"[""C"",""T""]",biomarkers,30780,both_sexes,NA,irnt,EUR,LDL direct,0.90848
X:153764217,"[""C"",""T""]",biomarkers,30810,both_sexes,NA,irnt,EUR,Phosphate,0.25008
X:153764217,"[""C"",""T""]",biomarkers,30830,both_sexes,NA,irnt,EUR,SHBG,0.15532
X:153764217,"[""C"",""T""]",biomarkers,30860,both_sexes,NA,irnt,EUR,Total protein,0.79433
X:153764217,"[""C"",""T""]",biomarkers,30870,both_sexes,NA,irnt,AFR,Triglycerides,0.81992
X:153764217,"[""C"",""T""]",biomarkers,30870,both_sexes,NA,irnt,EUR,Triglycerides,0.51737
X:153764217,"[""C"",""T""]",biomarkers,30870,both_sexes,NA,irnt,MID,Triglycerides,0.19167
X:153764217,"[""C"",""T""]",biomarkers,30890,both_sexes,NA,irnt,AFR,Vitamin D,0.1418
X:153764217,"[""C"",""T""]",biomarkers,30890,both_sexes,NA,irnt,EUR,Vitamin D,0.28488
X:153764217,"[""C"",""T""]",biomarkers,30890,both_sexes,NA,irnt,MID,Vitamin D,0.67355
X:153764217,"[""C"",""T""]",categorical,120,both_sexes,1,NA,AFR,Birth weight known,0.24071
X:153764217,"[""C"",""T""]",categorical,120,both_sexes,1,NA,EUR,Birth weight known,0.19332
X:153764217,"[""C"",""T""]",categorical,120,both_sexes,9,NA,AFR,Birth weight known,0.17772
X:153764217,"[""C"",""T""]",categorical,120,both_sexes,9,NA,EUR,Birth weight known,0.31006
X:153764217,"[""C"",""T""]",categorical,1210,both_sexes,1210,NA,EUR,Snoring,0.12216
X:153764217,"[""C"",""T""]",categorical,1418,both_sexes,1,NA,EUR,Milk type used,0.16887
X:153764217,"[""C"",""T""]",categorical,1418,both_sexes,1,NA,MID,Milk type used,0.29867
X:153764217,"[""C"",""T""]",categorical,1428,both_sexes,0,NA,EUR,Spread type,0.39262
X:153764217,"[""C"",""T""]",categorical,1428,both_sexes,0,NA,MID,Spread type,0.1017
X:153764217,"[""C"",""T""]",categorical,1428,both_sexes,1,NA,EUR,Spread type,0.58817
X:153764217,"[""C"",""T""]",categorical,1448,both_sexes,1,NA,EUR,Bread type,0.72759
X:153764217,"[""C"",""T""]",categorical,1448,both_sexes,1,NA,MID,Bread type,0.70578
X:153764217,"[""C"",""T""]",categorical,1468,both_sexes,2,NA,EUR,Cereal type,0.61723
X:153764217,"[""C"",""T""]",categorical,1468,both_sexes,2,NA,MID,Cereal type,0.83927
X:153764217,"[""C"",""T""]",categorical,1468,both_sexes,4,NA,EUR,Cereal type,0.031755
X:153764217,"[""C"",""T""]",categorical,1468,both_sexes,4,NA,MID,Cereal type,0.94868
X:153764217,"[""C"",""T""]",categorical,1538,both_sexes,0,NA,EUR,Major dietary changes in the last 5 years,0.36877
X:153764217,"[""C"",""T""]",categorical,1538,both_sexes,1,NA,EUR,Major dietary changes in the last 5 years,0.44629
X:153764217,"[""C"",""T""]",categorical,1538,both_sexes,2,NA,EUR,Major dietary changes in the last 5 years,0.65801
X:153764217,"[""C"",""T""]",categorical,1538,both_sexes,2,NA,MID,Major dietary changes in the last 5 years,0.080247
X:153764217,"[""C"",""T""]",categorical,1677,both_sexes,1677,NA,AFR,Breastfed as a baby,0.9279
X:153764217,"[""C"",""T""]",categorical,1677,both_sexes,1677,NA,EUR,Breastfed as a baby,0.0024125
X:153764217,"[""C"",""T""]",categorical,1677,both_sexes,1677,NA,MID,Breastfed as a baby,0.49799
X:153764217,"[""C"",""T""]",categorical,1707,both_sexes,1,NA,EUR,Handedness (chirality/laterality),0.60982
X:153764217,"[""C"",""T""]",categorical,1707,both_sexes,2,NA,EUR,Handedness (chirality/laterality),0.85092
X:153764217,"[""C"",""T""]",categorical,1707,both_sexes,2,NA,MID,Handedness (chirality/laterality),0.92769
X:153764217,"[""C"",""T""]",categorical,1747,both_sexes,4,NA,EUR,"Hair colour (natural, before greying)",0.091709
X:153764217,"[""C"",""T""]",categorical,1747,both_sexes,5,NA,EUR,"Hair colour (natural, before greying)",0.83364
X:153764217,"[""C"",""T""]",categorical,1920,both_sexes,1920,NA,EUR,Mood swings,0.41137
X:153764217,"[""C"",""T""]",categorical,1920,both_sexes,1920,NA,MID,Mood swings,0.56671
X:153764217,"[""C"",""T""]",categorical,1940,both_sexes,1940,NA,EUR,Irritability,0.22407
X:153764217,"[""C"",""T""]",categorical,1950,both_sexes,1950,NA,EUR,Sensitivity / hurt feelings,0.5859
X:153764217,"[""C"",""T""]",categorical,1950,both_sexes,1950,NA,MID,Sensitivity / hurt feelings,0.83971
X:153764217,"[""C"",""T""]",categorical,1970,both_sexes,1970,NA,EUR,Nervous feelings,0.49818
X:153764217,"[""C"",""T""]",categorical,1980,both_sexes,1980,NA,EUR,Worrier / anxious feelings,0.26091
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1065,NA,EUR,"Non-cancer illness code, self-reported",0.35597
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1111,NA,EUR,"Non-cancer illness code, self-reported",0.97434
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1226,NA,AFR,"Non-cancer illness code, self-reported",0.91014
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1226,NA,EUR,"Non-cancer illness code, self-reported",0.7813
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1286,NA,EUR,"Non-cancer illness code, self-reported",0.80774
X:153764217,"[""C"",""T""]",categorical,20002,both_sexes,1474,NA,EUR,"Non-cancer illness code, self-reported",0.77978
X:153764217,"[""C"",""T""]",categorical,20003,both_sexes,1140865634,NA,EUR,Treatment/medication code,0.68799
